,state,comid,agro_processing,milling_facility,feed_mill,corn_husker,cocoa_mill,palm_oil_mill,rice_husker,crop_processing_facility,electricity_available,land_degradation_pct,increase_land_degradation,abandoned_farm_pct,land_issue_soil_erosion,land_issue_poor_roads,land_issue_other,produce_transport_method,extension_services_present,storage_facility_available,challenge_crop_diseases,challenge_animal_damage,sales_difficulties,poor_transport,main_crop_planted
19976,AKWA IBOM,COM0022179,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,No,CASSAVA
19977,CROSS RIVER,COM0008135,No,,,,,,,,No,None (0%),,None (0%),,,,Foot,No,No,Yes,No,No,Yes,COCOA
19978,EDO,COM0011816,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,CASSAVA
19979,CROSS RIVER,COM0000359,Yes,Yes,No,Yes,No,Yes,No,Yes,No,None (0%),,None (0%),,,,Foot,No,No,Yes,No,No,Yes,"YAM, WHITE"
19980,AKWA IBOM,COM0005206,Yes,No,No,No,No,Yes,No,No,No,26%-50%,Decreasing,26%-50%,2.0,1.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,No,"YAM, THREE LEAVED"
19981,EDO,COM0014407,Yes,No,No,No,No,No,No,No,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,
19982,AKWA IBOM,COM0011058,Yes,Yes,No,No,No,Yes,No,No,Yes,1%-25%,Staying the same,26%-50%,0.0,0.0,1.0,Bicycle,No,No,Yes,Yes,No,Yes,"YAM, WHITE"
19983,EDO,COM0000301,Yes,Yes,No,No,No,Yes,No,No,Yes,1%-25%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,Yes,Yes,
19984,CROSS RIVER,COM0021304,Yes,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,"YAM, THREE LEAVED"
19985,AKWA IBOM,COM0015105,No,,,,,,,,No,None (0%),,None (0%),,,,Bicycle,No,No,Yes,No,Yes,Yes,CASSAVA
19986,CROSS RIVER,COM0013155,Yes,No,No,No,No,No,No,No,No,None (0%),,1%-25%,0.0,1.0,0.0,Foot,No,No,No,No,No,Yes,
19987,BAYELSA,COM0015060,Yes,No,No,No,No,No,,Yes,Yes,26%-50%,Increasing,1%-25%,0.0,2.0,0.0,Car/Van,No,Yes,Yes,Yes,Yes,Yes,PLANTAIN
19988,RIVERS,COM0020558,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,No,"YAM, THREE LEAVED"
19989,AKWA IBOM,COM0018913,Yes,Yes,No,No,No,Yes,No,Yes,Yes,1%-25%,Decreasing,None (0%),,,,Foot,No,No,Yes,Yes,Yes,Yes,"YAM, WHITE"
19990,RIVERS,COM0025849,Yes,No,No,No,No,Yes,No,No,Yes,51%-75%,Decreasing,26%-50%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,CASSAVA
19991,AKWA IBOM,COM0025494,Yes,Yes,No,No,No,Yes,No,Yes,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,Yes,CASSAVA
19992,RIVERS,COM0007037,Yes,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Bicycle,No,No,No,No,No,Yes,CASSAVA
19993,EDO,COM0018904,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,Yes,Yes,CASSAVA
19994,EDO,COM0004013,No,,,,,,,,Yes,1%-25%,Staying the same,1%-25%,1.0,0.0,0.0,Foot,No,No,Yes,Yes,No,Yes,CASSAVA
19995,EDO,COM0020788,No,,,,,,,,Yes,None (0%),,None (0%),,,,Foot,Yes,No,No,Yes,No,No,CASSAVA
19996,EDO,COM0004727,Yes,Yes,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,CASSAVA
19997,CROSS RIVER,COM0016965,Yes,No,No,Yes,No,Yes,No,No,No,51%-75%,Decreasing,51%-75%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,No,No,No,"YAM, WHITE"
19998,EDO,COM0003732,Yes,Yes,No,No,No,No,No,No,Yes,None (0%),,51%-75%,0.0,3.0,2.0,Tricycle/Motorcycle,Yes,No,No,No,No,No,CASSAVA
19999,CROSS RIVER,COM0013116,Yes,Yes,No,No,No,Yes,No,Yes,Yes,26%-50%,Staying the same,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,COCOA
20000,BAYELSA,COM0004394,No,No,No,No,No,No,No,No,No,26%-50%,Increasing,1%-25%,0.0,0.0,0.0,Boat/Canoe,No,No,No,No,No,Yes,PLANTAIN
20001,CROSS RIVER,COM0010200,Yes,Yes,No,No,No,Yes,No,No,Yes,51%-75%,Increasing,1%-25%,3.0,1.0,0.0,Foot,No,No,Yes,Yes,Yes,Yes,CASSAVA
20002,AKWA IBOM,COM0020296,No,,,,,,,,No,26%-50%,Staying the same,1%-25%,0.0,2.0,0.0,Boat/Canoe,No,No,Yes,Yes,Yes,Yes,CASSAVA
20003,DELTA,COM0024821,No,,,,,,,,Yes,None (0%),,None (0%),,,,Car/Van,No,No,No,No,No,No,CASSAVA
20004,AKWA IBOM,COM0016836,Yes,No,No,No,No,No,No,No,Yes,26%-50%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,Yes,CASSAVA
20005,AKWA IBOM,COM0009003,Yes,No,No,No,No,Yes,No,No,No,26%-50%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,CASSAVA
20006,RIVERS,COM0022781,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,No,CASSAVA
20007,EDO,COM0019249,Yes,Yes,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,"YAM, WHITE"
20008,CROSS RIVER,COM0011199,Yes,No,No,No,No,Yes,No,No,Yes,26%-50%,Increasing,None (0%),,,,Foot,No,No,Yes,Yes,No,No,"YAM, WHITE"
20009,AKWA IBOM,COM0012326,No,,,,,,,,Yes,26%-50%,Increasing,1%-25%,1.0,3.0,2.0,Foot,No,No,Yes,Yes,Yes,Yes,CASSAVA
20010,AKWA IBOM,COM0015112,Yes,No,No,No,No,Yes,No,No,No,1%-25%,Increasing,1%-25%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,No,Yes,Yes,Yes,"YAM, THREE LEAVED"
20011,AKWA IBOM,COM0000443,Yes,No,No,No,No,Yes,No,No,No,51%-75%,Increasing,1%-25%,0.0,0.0,2.0,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,"YAM, WHITE"
20012,AKWA IBOM,COM0006695,No,,,,,,,,Yes,26%-50%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,CASSAVA
20013,DELTA,COM0010838,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,1%-25%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,CASSAVA
20014,AKWA IBOM,COM0018869,Yes,No,No,No,No,No,No,No,Yes,None (0%),,1%-25%,0.0,3.0,0.0,Foot,No,No,No,No,No,No,RICE
20015,AKWA IBOM,COM0002784,No,,,,,,,,Yes,None (0%),,None (0%),,,,Foot,No,No,Yes,No,No,Yes,CASSAVA
20016,AKWA IBOM,COM0021555,Yes,No,No,No,No,Yes,No,No,Yes,76%-100%,Increasing,26%-50%,0.0,0.0,1.0,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,OIL PALM TREE
20017,CROSS RIVER,COM0010911,Yes,Yes,No,No,No,Yes,No,Yes,No,51%-75%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,"YAM, WHITE"
20018,EDO,COM0009346,Yes,No,No,No,No,No,No,Yes,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,"YAM, THREE LEAVED"
20019,AKWA IBOM,COM0001459,No,No,No,No,No,Yes,No,No,No,26%-50%,Staying the same,1%-25%,2.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,No,No,CASSAVA
20020,EDO,COM0009063,No,,,,,,,,No,None (0%),,None (0%),,,,Boat/Canoe,No,No,No,No,Yes,Yes,CASSAVA
20021,AKWA IBOM,COM0011726,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,Yes,CASSAVA
20022,AKWA IBOM,COM0009011,Yes,No,No,No,No,Yes,No,No,Yes,26%-50%,Decreasing,26%-50%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,"YAM, THREE LEAVED"
20023,EDO,COM0022398,Yes,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Foot,No,No,Yes,No,No,No,CASSAVA
20024,AKWA IBOM,COM0021523,Yes,Yes,No,No,No,Yes,No,Yes,Yes,1%-25%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,OIL PALM TREE
20025,RIVERS,COM0019006,Yes,No,No,No,No,No,No,No,Yes,1%-25%,Staying the same,51%-75%,1.0,3.0,0.0,Car/Van,No,No,No,No,No,No,MAIZE
20026,EDO,COM0004041,Yes,Yes,No,No,No,Yes,No,No,Yes,1%-25%,Staying the same,26%-50%,2.0,0.0,0.0,Car/Van,No,No,No,Yes,Yes,Yes,CASSAVA
20027,BAYELSA,COM0010150,No,,,,,,,,Yes,1%-25%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,No,Yes,No,Yes,CASSAVA
20028,CROSS RIVER,COM0021010,Yes,No,No,No,No,Yes,No,No,No,26%-50%,Decreasing,None (0%),,,,Foot,No,No,Yes,No,Yes,Yes,"YAM, WHITE"
20029,CROSS RIVER,COM0008732,Yes,No,No,No,No,Yes,No,Yes,No,None (0%),,None (0%),,,,Foot,No,No,Yes,No,Yes,Yes,
20030,CROSS RIVER,COM0004618,Yes,Yes,No,No,No,Yes,No,Yes,No,51%-75%,Staying the same,51%-75%,2.0,0.0,0.0,Tricycle/Motorcycle,No,No,No,No,No,Yes,COCOA
20031,DELTA,COM0005547,Yes,Yes,No,No,No,Yes,No,No,Yes,1%-25%,Staying the same,1%-25%,1.0,0.0,3.0,Foot,No,No,Yes,Yes,No,Yes,CASSAVA
20032,RIVERS,COM0011183,Yes,No,No,No,No,Yes,No,Yes,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,CASSAVA
20033,RIVERS,COM0011773,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,Yes,Yes,"YAM, WHITE"
20034,DELTA,COM0009266,Yes,Yes,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,No,"YAM, THREE LEAVED"
20035,RIVERS,COM0012265,Yes,No,No,No,No,Yes,No,No,Yes,1%-25%,Decreasing,None (0%),,,,Foot,No,No,Yes,No,No,Yes,"YAM, WHITE"
20036,AKWA IBOM,COM0016041,Yes,Yes,No,No,No,Yes,No,No,Yes,51%-75%,Decreasing,76%-100%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,CASSAVA
20037,AKWA IBOM,COM0014327,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,76%-100%,Staying the same,76%-100%,3.0,0.0,1.0,Tricycle/Motorcycle,No,No,No,No,No,No,CASSAVA
20038,DELTA,COM0007750,Yes,No,No,No,No,Yes,No,No,Yes,76%-100%,Increasing,51%-75%,0.0,0.0,2.0,Foot,No,No,Yes,Yes,No,Yes,CASSAVA
20039,EDO,COM0023862,Yes,No,No,Yes,No,Yes,No,No,Yes,26%-50%,Increasing,26%-50%,0.0,3.0,1.0,Tricycle/Motorcycle,No,No,Yes,No,No,Yes,"YAM, WHITE"
20040,BAYELSA,COM0022224,No,No,No,,No,No,No,No,Yes,26%-50%,Increasing,1%-25%,0.0,0.0,0.0,Boat/Canoe,No,No,No,No,No,Yes,
20041,CROSS RIVER,COM0009199,Yes,No,No,No,No,Yes,No,Yes,No,None (0%),,1%-25%,0.0,3.0,0.0,Tricycle/Motorcycle,No,No,Yes,No,No,No,CASSAVA
20042,EDO,COM0018780,Yes,No,No,No,No,Yes,No,No,Yes,26%-50%,Decreasing,1%-25%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,"YAM, WHITE"
20043,DELTA,COM0009420,Yes,Yes,No,Yes,No,Yes,No,Yes,No,1%-25%,Staying the same,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,Yes,"YAM, WHITE"
20044,AKWA IBOM,COM0023400,Yes,Yes,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,Yes,CASSAVA
20045,RIVERS,COM0008880,Yes,No,No,No,No,Yes,No,Yes,Yes,None (0%),,26%-50%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,No,No,Yes,Yes,PLANTAIN
20046,DELTA,COM0003797,Yes,No,No,No,No,Yes,No,No,Yes,1%-25%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,No,Yes,No,No,"YAM, THREE LEAVED"
20047,EDO,COM0026395,No,,,,,,,,Yes,None (0%),,None (0%),,,,Car/Van,No,Yes,Yes,No,Yes,Yes,"YAM, WHITE"
20048,EDO,COM0005095,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,Yes,No,No,CASSAVA
20049,CROSS RIVER,COM0022745,Yes,No,No,No,No,Yes,No,No,No,None (0%),,1%-25%,0.0,1.0,0.0,Tricycle/Motorcycle,No,Yes,Yes,No,Yes,Yes,CASSAVA
20050,AKWA IBOM,COM0023045,Yes,Yes,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,No,CASSAVA
20051,EDO,COM0026511,Yes,Yes,No,No,No,No,No,No,Yes,1%-25%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,No,Yes,Yes,Yes,CASSAVA
20052,RIVERS,COM0022693,Yes,No,No,No,No,No,No,No,No,None (0%),,None (0%),,,,Bicycle,No,No,Yes,No,No,No,CASSAVA
20053,DELTA,COM0006473,Yes,No,No,Yes,No,No,No,No,Yes,26%-50%,Decreasing,1%-25%,1.0,2.0,0.0,Tricycle/Motorcycle,No,No,Yes,No,No,Yes,CASSAVA
20054,RIVERS,COM0016337,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,CASSAVA
20055,DELTA,COM0020725,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,No,CASSAVA
20056,BAYELSA,COM0018689,Yes,No,No,No,No,No,No,Yes,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,Yes,Yes,CASSAVA
20057,DELTA,COM0001669,Yes,No,No,Yes,No,Yes,No,No,No,51%-75%,Decreasing,51%-75%,0.0,2.0,1.0,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,CASSAVA
20058,RIVERS,COM0006683,Yes,Yes,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,CASSAVA
20059,AKWA IBOM,COM0012846,Yes,No,No,No,No,Yes,No,No,No,None (0%),,None (0%),,,,Foot,No,No,No,No,Yes,Yes,
20060,AKWA IBOM,COM0009048,Yes,No,No,No,No,No,No,No,Yes,76%-100%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,OIL PALM TREE
20061,AKWA IBOM,COM0022207,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Foot,No,No,No,No,No,No,CASSAVA
20062,CROSS RIVER,COM0025802,Yes,No,No,No,No,Yes,No,Yes,No,None (0%),,1%-25%,0.0,1.0,0.0,Tricycle/Motorcycle,No,No,Yes,No,No,No,CASSAVA
20063,RIVERS,COM0020877,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,Yes,CASSAVA
20064,CROSS RIVER,COM0010750,Yes,Yes,No,No,No,Yes,No,No,No,1%-25%,Decreasing,1%-25%,2.0,1.0,0.0,Tricycle/Motorcycle,No,No,Yes,No,No,No,"YAM, WHITE"
20065,AKWA IBOM,COM0003625,Yes,Yes,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Bicycle,No,No,Yes,Yes,Yes,Yes,"YAM, THREE LEAVED"
20066,EDO,COM0022667,No,,,,,,,,Yes,None (0%),,None (0%),,,,Car/Van,No,No,No,No,No,No,
20067,AKWA IBOM,COM0007946,Yes,Yes,No,No,No,Yes,No,No,Yes,1%-25%,Decreasing,None (0%),,,,Bicycle,No,No,No,No,Yes,Yes,CASSAVA
20068,DELTA,COM0024810,No,,,,,,,,Yes,51%-75%,Increasing,26%-50%,3.0,2.0,0.0,Boat/Canoe,No,No,,,,,
20069,AKWA IBOM,COM0008987,Yes,No,No,No,No,Yes,No,No,No,26%-50%,Decreasing,26%-50%,1.0,3.0,2.0,Foot,No,No,Yes,Yes,No,Yes,CASSAVA
20070,CROSS RIVER,COM0016860,No,,,,,,,,No,None (0%),,None (0%),,,,Foot,No,No,No,No,Yes,Yes,CASSAVA
20071,EDO,COM0026411,Yes,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,,,,,"YAM, THREE LEAVED"
20072,DELTA,COM0012522,Yes,No,Yes,Yes,,Yes,Yes,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,Yes,Yes,No,No,No,No,CASSAVA
20073,RIVERS,COM0024557,No,No,No,No,No,No,No,No,No,None (0%),,None (0%),,,,Boat/Canoe,No,No,No,No,No,No,
20074,AKWA IBOM,COM0008493,No,No,No,No,No,No,No,No,No,None (0%),,None (0%),,,,Boat/Canoe,No,No,,,,,
20075,BAYELSA,COM0000801,Yes,No,No,No,No,Yes,No,No,No,1%-25%,Staying the same,None (0%),,,,Boat/Canoe,No,No,Yes,No,No,Yes,CASSAVA
20076,CROSS RIVER,COM0004299,No,,,,,,,,Yes,1%-25%,Decreasing,None (0%),,,,Foot,No,No,No,No,No,No,
20077,DELTA,COM0004763,Yes,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,No,CASSAVA
20078,EDO,COM0020691,No,,,,,,,,Yes,None (0%),,None (0%),,,,Car/Van,No,No,No,No,No,No,"YAM, WHITE"
20079,RIVERS,COM0013251,Yes,No,No,No,No,Yes,No,No,Yes,1%-25%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,CASSAVA
20080,CROSS RIVER,COM0022995,Yes,No,No,No,No,Yes,No,Yes,No,1%-25%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,Yes,CASSAVA
20081,CROSS RIVER,COM0020693,No,,,,,,,,Yes,51%-75%,Increasing,None (0%),,,,Foot,No,No,Yes,No,No,Yes,"YAM, WHITE"
20082,DELTA,COM0002960,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,CASSAVA
20083,DELTA,COM0019024,No,,,,,,,,Yes,26%-50%,Increasing,1%-25%,0.0,0.0,1.0,Tricycle/Motorcycle,No,Yes,No,No,No,No,"YAM, WHITE"
20084,EDO,COM0010501,Yes,Yes,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,No,CASSAVA
20085,AKWA IBOM,COM0011597,No,,,,,,,,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,CASSAVA
20086,BAYELSA,COM0007772,No,,,,,,,,No,None (0%),,None (0%),,,,Foot,No,No,No,No,Yes,Yes,CASSAVA
20087,AKWA IBOM,COM0016425,Yes,No,No,No,No,Yes,No,No,Yes,1%-25%,Staying the same,26%-50%,2.0,0.0,1.0,Bicycle,No,No,Yes,No,Yes,Yes,"YAM, WHITE"
20088,RIVERS,COM0022060,Yes,No,No,No,No,No,No,No,Yes,1%-25%,Staying the same,None (0%),,,,Boat/Canoe,No,No,No,No,No,No,
20089,AKWA IBOM,COM0001309,No,,,,,,,,Yes,26%-50%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,CASSAVA
20090,CROSS RIVER,COM0020330,Yes,Yes,No,No,No,Yes,No,Yes,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,Yes,No,Yes,No,No,Yes,COCOA
20091,RIVERS,COM0022682,No,No,No,No,No,No,No,No,No,26%-50%,Increasing,51%-75%,0.0,0.0,0.0,Boat/Canoe,No,No,Yes,Yes,Yes,Yes,CASSAVA
20092,EDO,COM0008419,Yes,Yes,No,No,No,Yes,No,Yes,Yes,None (0%),,51%-75%,0.0,0.0,2.0,Tricycle/Motorcycle,No,No,No,Yes,No,Yes,"YAM, THREE LEAVED"
20093,RIVERS,COM0023324,Yes,No,No,No,No,Yes,No,No,Yes,1%-25%,Decreasing,None (0%),,,,Foot,No,No,Yes,Yes,No,Yes,CASSAVA
20094,AKWA IBOM,COM0021031,No,No,No,No,No,No,No,No,No,1%-25%,Staying the same,None (0%),,,,Boat/Canoe,No,No,,,,,
20095,RIVERS,COM0008634,Yes,No,No,No,No,No,No,No,Yes,1%-25%,Increasing,1%-25%,0.0,0.0,3.0,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,"YAM, WHITE"
20096,EDO,COM0014403,Yes,No,No,No,No,No,No,Yes,No,26%-50%,Decreasing,1%-25%,0.0,0.0,2.0,Foot,No,No,No,No,No,Yes,CASSAVA
20097,AKWA IBOM,COM0006156,Yes,No,No,No,No,Yes,No,No,Yes,1%-25%,Staying the same,1%-25%,0.0,2.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,CASSAVA
20098,AKWA IBOM,COM0001962,Yes,No,No,No,No,Yes,No,Yes,Yes,26%-50%,Staying the same,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,Yes,CASSAVA
20099,AKWA IBOM,COM0014326,Yes,No,No,No,No,Yes,No,No,No,None (0%),,1%-25%,2.0,0.0,0.0,Foot,No,No,Yes,No,No,No,
20100,RIVERS,COM0009248,No,,,,,,,,Yes,None (0%),,None (0%),,,,Car/Van,No,No,No,No,No,No,MAIZE
20101,EDO,COM0007407,No,,,,,,,,Yes,1%-25%,Increasing,None (0%),,,,Foot,No,No,No,No,Yes,Yes,CASSAVA
20102,AKWA IBOM,COM0001034,Yes,No,No,No,No,Yes,No,No,No,26%-50%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,CASSAVA
20103,AKWA IBOM,COM0024888,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,Yes,
20104,RIVERS,COM0016941,Yes,No,No,No,No,Yes,No,Yes,Yes,1%-25%,Decreasing,None (0%),,,,Car/Van,Yes,Yes,Yes,No,No,No,CASSAVA
20105,DELTA,COM0004921,Yes,No,No,No,No,Yes,No,No,No,26%-50%,Increasing,26%-50%,0.0,0.0,1.0,Boat/Canoe,No,No,Yes,No,Yes,Yes,CASSAVA
20106,CROSS RIVER,COM0023226,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,1%-25%,Increasing,1%-25%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,"YAM, WHITE"
20107,DELTA,COM0015973,Yes,No,No,No,No,Yes,No,No,No,None (0%),,None (0%),,,,Bicycle,No,No,Yes,No,No,Yes,"YAM, WHITE"
20108,BAYELSA,COM0021363,Yes,Yes,No,No,No,Yes,No,No,Yes,None (0%),,1%-25%,0.0,0.0,1.0,Foot,No,No,Yes,No,No,No,CASSAVA
20109,EDO,COM0021151,No,,,,,,,,Yes,None (0%),,None (0%),,,,Car/Van,No,No,,,,,
20110,RIVERS,COM0023637,Yes,No,No,No,No,Yes,Yes,No,Yes,1%-25%,Decreasing,1%-25%,0.0,2.0,0.0,Tricycle/Motorcycle,No,No,Yes,No,No,Yes,CASSAVA
20111,RIVERS,COM0017578,Yes,No,No,No,No,Yes,No,No,No,None (0%),,None (0%),,,,Bicycle,No,No,No,No,Yes,No,CASSAVA
20112,RIVERS,COM0015775,Yes,Yes,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,No,No,No,Yes,CASSAVA
20113,EDO,COM0008322,Yes,No,No,No,No,No,No,No,Yes,26%-50%,Staying the same,26%-50%,3.0,2.0,0.0,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,PINEAPPLE
20114,CROSS RIVER,COM0015186,Yes,No,No,No,No,No,No,No,Yes,1%-25%,Decreasing,None (0%),,,,Tricycle/Motorcycle,No,Yes,Yes,No,No,Yes,CASSAVA
20115,DELTA,COM0001799,Yes,Yes,No,No,No,No,No,No,Yes,51%-75%,Increasing,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,CASSAVA
20116,RIVERS,COM0024366,Yes,No,No,No,No,No,No,No,Yes,76%-100%,Increasing,26%-50%,0.0,0.0,0.0,Tricycle/Motorcycle,No,No,Yes,Yes,No,No,CASSAVA
20117,RIVERS,COM0012683,Yes,Yes,Yes,No,No,Yes,No,No,No,1%-25%,Staying the same,1%-25%,2.0,0.0,0.0,Tricycle/Motorcycle,No,No,No,Yes,No,No,CASSAVA
20118,CROSS RIVER,COM0025997,Yes,No,No,No,No,No,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,Yes,Yes,COCOA
20119,CROSS RIVER,COM0000873,Yes,No,No,No,No,Yes,No,No,Yes,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,No,No,Yes,"YAM, THREE LEAVED"
20120,RIVERS,COM0005111,No,,,,,,,,No,None (0%),,None (0%),,,,Boat/Canoe,No,No,Yes,Yes,No,Yes,CASSAVA
20121,CROSS RIVER,COM0017740,Yes,Yes,No,No,Yes,No,No,No,No,51%-75%,Staying the same,51%-75%,0.0,0.0,3.0,Foot,No,Yes,No,No,No,Yes,COCOA
20122,DELTA,COM0013395,No,,,,,,,,No,None (0%),,1%-25%,0.0,0.0,3.0,Boat/Canoe,No,No,Yes,No,Yes,Yes,CASSAVA
20123,CROSS RIVER,COM0023887,Yes,No,No,No,No,Yes,No,No,No,None (0%),,None (0%),,,,Tricycle/Motorcycle,No,No,Yes,Yes,Yes,Yes,CASSAVA
20124,CROSS RIVER,COM0023656,Yes,Yes,No,No,No,Yes,No,No,Yes,26%-50%,Increasing,None (0%),,,,Foot,No,No,Yes,Yes,Yes,Yes,CASSAVA
20125,AKWA IBOM,COM0001524,Yes,No,No,No,No,No,No,No,Yes,76%-100%,Increasing,26%-50%,0.0,2.0,1.0,Tricycle/Motorcycle,No,No,Yes,Yes,No,Yes,OIL PALM TREE
20126,EDO,COM0014904,Yes,No,No,No,No,Yes,No,Yes,Yes,1%-25%,Decreasing,None (0%),,,,Foot,No,No,Yes,Yes,Yes,No,"YAM, WHITE"
